319	444	468	472	469	472	472	468	471	472	469	469	470	469	473	473	470	468	470	470	473	468	471	474	471	471	474	473	474	469	472	466	472	470	468	474	467	470	466	469	470	472	469	468	472	474	472	471	471	474	472	468	473	472	470	472	472	473	472	471	466	473	472	474	467	469	472	468	467	473	469	471	466	470	472	469	471	472	472	475	469	468	472	466	468	472	468	472	474	474	469	469	472	469	467	472	473	467	467	469	473	469	470	473	472	474	474	469	472	468	468	472	471	475	470	473	474	475	470	473	474	471	472	467	467	473	472	473	469	469	473	475	471	471	469	472	473	472	473	470	472	468	468	472	468	468	472	473	474	474	470	472	469	472	467	466	469	474	470	468	469	472	466	471	473	473	468	472	468	467	468	470	471	473	467	467	470	472	467	471	469	470	468	473	473	473	473	473	469	471	472	465	470	468	470	474	474	468	470	469	473	473	468	471	473	471	469	469	470	468	469	473	473	471	472	473	470	468	468	474	471	468	471	470	468	469	467	471	467	470	471	472	466	469	472	468	472	471	472	468	474	469	468	473	471	469	468	475	470	468	467	472	469	468	471	472	468	471	466	472	469	468	473	468	472	473	474	468	472	472	469	475	468	473	467	471	468	469	470	469	472	472	468	471	469	473	473	473	469	469	470	472	469	469	475	473	468	469	470	468	468	468	469	468	469	474	474	472	473	474	468	468	472	467	469	468	468	468	471	469	472	470	471	473	472	473	473	470	469	468	472	469	472	470	472	472	470	473	473	473	472	469	474	472	474	469	471	473	470	472	468	468	468	469	473	470	474	468	474	472	467	469	472	469	473	467	470	471	475	468	471	472	468	469	474	472	469	472	471	473	467	467	473	469	472	470	474	469	473	472	468	469	470	474	469	471	474	472	471	471	469	473	469	468	472	473	468	473	473	468	466	473	472	471	473	472	473	474	470	470	468	468	473	468	468	473	472	469	467	468	470	472	472	469	474	473	473	469	466	469	473	470	468	466	473	472	468	470	468	468	467	473	467	472	468	470	468	468	470	469	471	472	469	473	472	473	472	470	469	470	468	472	469	472	469	470	473	473	472	473	467	469	472	469	468	471	468	469	473	473	476	470	466	471	472	468	469	469	469	473	473	474	472	468	468	469	467	472	471	467	473	470	472	468	470	468	467	473	469	472	472	471	471	473	469	468	468	474	472	473	468	471	471	470	469	469	472	467	474	474	471	468	471	468	467	468	472	470	469	469	471	466	466	470	473	469	471	472	473	470	467	471	471	471	468	472	474	474	469	472	468	472	469	469	469	468	473	472	466	474	472	472	470	468	467	468	474	468	473	471	472	473	469	470	468	469	469	474	468	472	467	469	469	471	472	466	471	472	464	472	474	472	468	471	473	469	473	469	469	469	467	472	472	473	473	469	472	468	472	473	473	469	473	468	468	468	470	468	468	472	467	469	468	470	469	472	468	468	468	471	472	472	474	474	444
463	466	468	484	472	470	468	471	471	473	468	471	470	470	470	469	457	469	471	469	473	469	467	469	470	473	469	473	468	459	468	465	472	476	469	467	473	473	467	462	462	467	468	466	467	468	463	469	471	479	471	473	471	468	475	472	468	463	470	478	471	471	470	467	464	472	470	471	470	469	473	471	475	470	473	470	465	466	473	471	472	467	470	468	455	467	466	468	463	470	471	472	475	470	470	468	470	473	501	481	472	467	468	470	471	446	462	470	468	470	467	473	476	472	468	471	465	460	463	468	472	479	467	481	474	479	469	470	472	502	477	469	468	469	471	469	471	469	472	474	468	477	470	468	473	471	469	471	471	455	472	463	465	474	468	472	471	468	469	471	460	465	465	471	470	460	465	470	466	473	469	469	474	455	467	470	471	469	472	468	473	474	465	471	472	469	467	474	470	471	474	471	472	472	470	469	468	473	473	471	470	467	468	461	470	479	469	471	470	474	469	468	472	477	471	473	475	468	472	472	478	463	466	469	467	467	467	472	479	473	463	465	470	465	467	473	472	459	469	472	473	458	463	469	468	468	470	469	470	470	474	471	468	474	469	468	447	477	473	470	466	467	473	469	474	472	474	471	467	478	473	469	477	467	469	470	469	468	469	467	469	472	471	469	468	471	468	471	462	469	472	466	471	473	485	477	464	472	467	470	471	469	469	468	479	466	471	484	471	478	475	472	468	466	470	468	472	471	465	470	469	471	467	465	468	468	471	472	473	467	473	471	473	468	467	472	468	456	467	475	472	473	467	472	469	472	471	472	474	468	472	476	470	469	471	470	468	475	463	463	466	472	479	472	469	473	478	470	468	475	475	464	471	476	468	469	471	460	470	472	467	469	467	473	469	472	469	469	469	465	469	467	469	472	467	477	472	472	472	476	467	466	468	472	470	472	471	473	472	475	470	471	470	476	471	467	472	480	472	467	467	473	473	470	468	470	476	466	481	469	468	473	463	467	464	468	468	470	473	463	476	530	473	472	468	467	467	470	469	473	472	469	471	470	473	472	469	470	458	471	469	466	468	474	469	474	472	473	469	472	470	472	472	469	473	465	466	472	482	473	472	470	471	485	469	464	468	475	466	469	467	470	468	469	471	474	478	470	468	471	470	474	470	471	466	470	472	468	472	472	476	475	465	468	465	468	469	472	472	466	483	473	470	470	470	474	456	466	472	474	470	461	463	471	472	467	473	472	468	466	470	469	466	472	467	472	474	469	472	470	475	474	472	471	468	473	473	471	458	469	466	468	474	467	468	471	469	475	449	464	469	471	472	463	468	469	472	471	470	469	475	469	477	473	467	476	473	472	463	469	473	472	472	473	471	471	476	473	469	469	472	469	470	469	472	472	469	466	465	468	468	468	467	472	474	465	469	467	471	472	472	472	465	473	473	467	472	466	471	468	469	465	470	471	470	475	467	474	470	471	479	470	473	465	473	471	468	466	473	469	474	469	442	465	472
469	472	468	467	469	470	470	470	471	467	468	468	472	472	474	473	467	468	467	471	468	471	467	472	474	469	473	468	469	473	469	471	474	465	473	470	468	471	467	470	468	468	470	471	467	473	471	472	468	468	469	470	473	467	470	468	473	468	473	468	469	474	468	472	465	468	466	470	471	471	469	472	467	471	468	472	473	472	470	460	465	470	468	467	472	470	466	469	471	473	471	472	467	467	471	469	470	468	471	472	473	473	471	470	472	466	472	471	470	472	469	473	468	473	474	472	468	472	469	470	471	471	469	468	467	468	470	469	473	472	470	468	468	468	465	466	468	475	471	467	472	470	466	468	472	471	470	468	467	472	466	465	467	473	469	474	468	468	472	473	472	469	472	471	468	474	471	473	472	471	472	468	468	468	466	469	469	467	470	466	473	467	470	472	469	467	471	472	468	472	466	468	471	467	472	468	467	471	469	468	470	473	467	467	471	471	473	469	469	468	469	473	473	468	468	472	469	467	467	473	467	472	465	471	467	473	469	472	471	471	473	471	470	472	473	467	470	472	472	473	472	473	467	468	471	472	469	468	467	473	471	467	473	471	466	472	470	472	472	473	471	468	470	470	466	473	467	473	471	467	471	469	471	467	469	471	467	472	473	472	467	471	473	467	467	469	467	466	468	468	472	472	472	473	473	467	467	473	473	470	469	469	473	468	470	466	473	469	471	468	470	472	471	472	471	471	468	471	470	474	472	473	471	473	467	471	467	469	473	472	472	472	468	471	472	473	474	471	468	471	472	473	469	468	473	468	472	468	468	471	472	472	467	474	467	467	469	467	473	469	466	467	472	470	469	471	468	469	471	467	467	473	472	470	469	471	472	467	467	468	471	468	472	469	471	467	468	472	468	467	468	471	471	468	468	467	473	473	473	469	471	467	468	473	473	467	471	468	474	468	465	468	468	468	467	470	472	469	466	466	467	469	470	469	471	468	466	471	467	469	468	473	472	468	467	467	473	465	469	466	467	468	471	472	468	469	471	474	468	467	468	469	466	468	465	471	468	472	469	471	468	472	467	474	482	466	472	471	472	467	468	472	467	467	470	468	471	470	467	468	465	469	474	467	467	473	472	470	470	473	472	473	472	468	470	469	470	473	471	474	474	468	469	468	467	470	468	471	470	468	472	466	470	469	466	471	471	472	471	467	473	473	472	474	474	471	472	469	471	468	472	467	467	468	472	471	466	467	471	465	467	468	469	469	470	468	470	472	473	472	467	471	467	472	474	472	473	467	473	468	472	467	471	466	467	470	466	470	468	469	468	468	468	472	468	468	468	474	469	467	466	467	471	474	468	472	471	467	471	467	468	470	474	472	476	470	470	473	472	469	468	466	472	467	471	469	474	470	467	466	464	465	466	470	471	469	472	468	470	471	466	469	468	472	473	471	467	468	472	474	467	466	468	471	466	468	466	471	472	467	469	472	471	466	472	468	468	467	467	466	315	446	472	475	470
474	470	472	473	469	476	474	476	473	472	473	471	471	470	474	474	474	472	474	471	478	468	474	468	470	474	475	473	477	473	477	473	470	475	473	471	475	473	476	476	476	473	474	476	472	473	476	477	477	474	475	475	472	474	473	474	473	475	478	476	476	470	471	471	476	470	469	475	471	476	474	471	474	477	473	473	471	474	472	475	475	472	470	474	475	471	474	468	476	477	469	473	475	474	471	469	472	468	474	477	471	470	470	472	468	474	476	475	474	470	475	471	470	475	469	474	473	468	472	475	475	477	472	469	474	468	470	475	477	477	473	477	474	470	470	475	474	472	470	471	474	474	477	475	470	471	474	472	475	470	471	476	474	474	475	471	472	473	477	476	473	471	472	473	476	473	475	475	472	474	471	472	470	468	472	475	470	473	468	469	473	472	474	474	471	469	474	477	473	470	468	477	470	470	469	475	469	470	476	471	476	470	471	478	477	474	475	467	474	474	472	473	470	475	475	473	473	476	471	468	474	474	477	474	473	475	470	475	475	473	469	476	470	471	472	474	475	470	474	468	476	476	476	471	474	473	474	474	471	476	474	477	473	472	474	470	475	476	474	468	471	474	476	473	473	476	473	473	475	476	472	472	468	472	476	469	476	468	470	469	475	470	473	474	471	474	470	470	475	471	475	472	476	471	471	475	474	475	471	471	472	467	470	470	474	474	470	471	475	477	472	470	475	469	472	472	475	472	469	470	475	470	472	475	472	469	470	468	477	471	470	467	472	474	471	471	472	474	471	472	473	475	474	473	473	478	472	474	476	477	475	475	474	473	478	472	472	474	474	475	472	470	477	473	477	475	472	472	471	470	474	475	476	471	469	471	476	471	476	475	469	472	475	469	470	471	469	474	469	473	477	469	469	475	473	469	471	471	476	476	476	477	474	470	474	471	474	470	472	469	472	475	469	471	475	477	469	471	472	473	474	474	475	470	472	475	476	474	473	469	470	471	475	470	476	478	478	476	475	475	470	472	472	471	469	471	477	472	471	470	474	473	471	474	468	473	474	469	470	475	472	474	476	475	475	476	475	469	472	471	474	475	472	474	477	473	468	471	473	471	473	474	476	469	475	475	474	471	477	471	469	468	471	470	477	474	472	474	475	472	474	477	473	476	475	472	474	472	471	472	472	471	470	470	478	468	474	472	477	471	473	473	471	473	476	472	471	473	470	473	473	468	475	478	473	467	476	469	468	470	474	473	474	471	478	473	475	476	476	472	475	474	473	474	473	475	475	474	471	470	469	470	474	476	468	474	472	475	471	474	473	471	469	474	473	473	475	473	470	471	473	476	471	471	475	472	470	470	475	475	475	475	474	471	470	470	477	475	476	472	473	470	475	472	469	469	478	474	477	469	471	475	471	474	472	474	474	473	475	474	475	476	471	474	474	476	469	473	476	472	473	473	474	477	472	471	475	474	474	475	469	473	473	476	474	473	476	469	476	444	466	468	468	474	470
469	470	469	471	471	469	473	473	470	469	473	474	476	473	469	474	473	472	468	472	473	469	474	470	469	473	473	470	472	472	469	471	473	474	474	467	474	472	470	466	470	467	471	468	472	468	469	466	463	465	469	467	467	472	475	470	468	469	467	471	475	473	471	471	469	469	468	466	474	472	470	470	476	470	470	468	467	473	475	473	472	468	472	470	475	468	468	474	469	471	473	468	468	471	468	468	468	469	474	467	471	476	470	469	472	467	468	473	469	473	469	472	471	469	474	474	473	467	471	473	474	469	472	468	469	468	474	468	468	472	471	468	471	472	467	469	471	471	473	472	474	466	473	473	474	473	468	469	468	473	472	474	473	471	470	473	470	473	472	470	468	467	471	475	474	469	473	474	472	474	469	468	468	474	470	467	468	472	468	469	471	472	472	471	475	473	473	474	476	471	470	476	469	470	473	475	467	471	474	473	476	472	474	471	475	468	470	471	471	471	470	468	475	472	474	471	471	476	471	473	468	472	471	469	468	468	473	468	472	474	476	471	468	468	468	474	475	471	475	467	474	471	474	471	471	468	475	472	474	469	469	470	468	474	472	479	473	471	469	469	468	468	474	467	472	473	470	472	472	467	468	468	468	470	469	471	472	475	470	468	469	474	469	469	475	471	470	473	472	475	468	465	473	472	469	468	473	473	476	469	468	469	469	471	473	472	472	475	471	471	472	470	468	472	470	474	473	474	473	476	474	472	475	473	476	473	473	471	470	471	475	475	473	473	469	467	470	473	470	473	470	466	474	469	472	468	471	468	473	472	474	471	467	474	474	469	469	468	473	471	467	469	474	473	474	468	469	468	470	472	472	472	474	474	474	474	471	468	473	472	473	473	472	471	470	473	468	471	469	470	473	474	469	467	470	470	475	467	475	468	467	467	468	474	474	470	469	467	470	475	472	474	472	468	474	472	470	473	468	471	467	475	473	472	472	472	469	468	469	474	471	463	468	468	470	469	472	467	469	473	470	470	466	471	468	474	473	474	472	474	473	470	469	473	473	470	469	474	469	471	473	470	467	474	471	470	468	474	475	473	475	469	471	471	469	472	466	473	469	472	472	475	471	469	473	469	468	469	473	468	473	472	469	468	469	473	472	468	471	475	473	466	470	472	469	474	470	470	471	475	472	471	469	473	472	473	468	471	474	470	468	468	469	468	473	467	468	473	469	469	468	468	474	469	476	474	474	469	469	467	471	474	472	472	469	473	472	469	469	470	470	469	467	474	470	472	472	469	475	467	472	469	469	473	468	473	473	468	471	476	472	475	468	470	469	469	468	471	469	472	474	472	471	469	468	469	467	472	473	474	471	473	472	469	471	471	473	468	472	471	470	465	474	471	469	470	472	467	469	473	475	468	470	472	471	468	471	473	471	471	474	473	470	471	469	471	469	475	468	466	468	470	475	467	476	470	475	472	470	474	475	467	471	467	475	472	466	447	469	475	476	470	473	475	472
475	470	474	469	468	472	469	470	470	476	470	470	473	471	470	475	471	472	470	466	473	469	472	474	474	476	473	473	471	474	472	472	474	475	469	470	470	474	473	470	474	471	474	472	472	472	468	470	473	469	474	469	472	474	474	475	471	472	476	468	469	470	475	474	473	474	470	468	472	468	474	473	475	472	475	472	468	473	470	474	473	472	476	476	474	469	474	474	470	471	474	472	469	467	475	475	473	474	470	473	472	473	470	473	472	472	473	473	473	472	468	467	474	475	469	469	470	473	473	475	473	467	470	472	473	475	474	468	474	470	473	469	470	474	473	473	473	472	473	467	472	473	475	476	475	471	471	473	468	470	470	468	469	471	473	473	476	474	472	470	472	468	473	472	470	475	467	474	474	469	468	473	469	473	471	471	470	473	475	471	474	471	469	474	473	470	468	473	472	469	471	468	469	475	476	472	471	470	473	467	472	472	472	472	473	474	475	470	469	469	473	470	474	473	470	472	469	470	472	472	469	472	472	474	469	467	474	469	473	470	473	469	470	474	474	473	474	468	466	474	468	475	474	472	470	472	471	474	468	471	469	471	474	475	467	473	469	471	471	477	469	476	466	469	467	475	474	469	468	472	473	473	469	467	471	469	468	473	472	474	470	473	468	472	467	473	474	474	471	470	469	470	473	474	469	476	469	469	471	468	469	471	469	469	468	473	470	468	474	468	467	468	473	472	474	473	472	474	472	467	469	469	472	468	472	475	474	476	473	468	474	467	474	469	471	476	475	473	469	472	475	473	469	469	473	470	472	469	470	474	472	468	474	475	471	468	470	472	471	469	473	472	473	472	471	469	475	469	468	473	469	472	473	469	469	473	475	471	474	473	471	473	471	475	469	471	470	472	468	468	474	472	474	468	468	470	469	472	472	472	474	473	475	471	473	475	470	471	470	468	470	471	470	474	473	467	469	475	473	470	471	474	471	470	475	473	474	474	473	471	470	472	471	473	470	468	467	473	468	475	469	469	475	470	469	474	470	474	475	471	473	475	473	472	468	469	471	470	474	473	475	472	472	473	477	474	469	473	474	469	471	469	469	472	469	470	469	474	472	471	467	470	471	470	471	470	470	468	474	475	472	471	469	469	469	473	469	470	468	467	474	474	471	471	474	472	475	475	472	469	469	468	474	470	469	475	473	471	472	469	473	473	473	470	474	471	467	476	469	474	470	469	470	474	469	472	467	469	468	471	469	473	468	467	472	473	469	468	472	473	471	473	469	469	470	469	475	472	471	473	470	472	470	474	473	472	470	472	470	469	472	471	472	469	473	471	475	474	472	473	471	472	472	477	469	473	469	469	475	472	468	470	475	472	472	469	474	473	469	474	469	469	469	469	469	475	470	473	469	467	469	470	469	471	470	470	469	472	474	475	473	475	474	473	473	476	474	470	469	473	474	472	472	475	475	475	471	470	472	470	470	474	473	473	474	446	469	471	468	468	469	475	475	470	474
470	471	472	468	472	472	475	474	469	475	469	468	469	474	477	473	470	469	469	474	473	470	473	469	474	472	471	469	476	473	474	473	474	470	469	474	469	472	467	473	474	473	468	473	471	472	475	472	469	475	469	468	472	476	470	469	470	473	467	468	471	469	468	469	468	468	469	469	468	470	475	467	474	472	473	476	472	474	471	473	473	470	471	468	467	474	474	470	476	469	472	472	468	469	469	472	468	468	472	470	473	467	474	469	470	470	476	469	470	472	472	471	470	472	470	473	473	474	473	471	467	473	472	473	467	470	472	468	468	468	472	469	473	475	467	472	473	472	473	469	469	473	473	474	473	469	474	469	473	469	469	473	469	469	471	474	470	468	474	470	475	469	473	469	472	472	473	473	470	471	473	472	472	469	468	473	473	472	468	473	473	470	468	468	476	476	472	469	475	469	471	475	468	466	472	474	469	469	470	466	471	475	473	470	467	472	468	471	474	469	471	470	468	468	473	469	468	473	472	474	473	473	475	473	472	470	467	467	475	471	474	475	473	469	472	472	472	475	470	466	471	471	472	467	470	467	470	473	474	472	473	469	467	473	467	473	469	474	473	472	474	470	468	472	468	473	473	474	473	468	470	469	468	470	471	469	467	472	469	469	476	474	470	473	472	472	470	473	474	469	472	470	468	468	471	469	473	473	470	471	474	474	470	470	470	473	469	468	470	470	476	471	472	473	471	469	474	473	471	475	474	474	469	473	469	471	473	467	471	473	469	467	472	475	471	468	471	469	472	471	469	469	473	473	470	473	473	468	475	468	469	468	472	473	476	466	473	469	471	474	474	472	474	469	473	470	470	469	470	475	473	474	473	472	466	473	475	473	474	466	467	474	470	469	468	473	475	474	472	470	468	473	473	475	470	472	472	476	469	469	472	473	472	468	470	469	468	471	473	473	473	468	470	473	471	472	470	470	469	468	474	475	470	468	470	473	469	468	472	472	469	469	474	472	468	471	472	468	469	474	474	475	475	468	473	472	468	468	470	471	474	472	472	467	473	473	470	473	471	475	470	473	475	469	473	472	471	474	473	470	471	473	475	471	471	469	469	474	474	469	468	469	472	471	474	470	472	473	470	468	470	469	468	473	472	469	469	470	473	467	476	472	476	475	473	469	473	469	472	469	473	468	470	470	468	468	475	473	475	471	473	468	470	473	474	470	470	471	469	472	467	468	472	473	470	471	470	473	467	474	470	473	469	472	474	473	468	472	473	469	473	473	468	470	473	474	471	469	470	469	475	473	469	468	474	473	474	472	472	470	467	472	467	468	472	467	475	472	475	475	470	468	474	473	473	468	471	468	470	468	473	471	474	466	466	473	473	469	474	468	472	469	473	474	470	474	471	470	472	476	473	468	470	474	476	469	472	470	469	471	475	476	473	474	468	471	471	473	468	468	468	472	470	473	473	469	472	471	466	474	468	471	469	442	465	468	469	467	471	468	473	469	472	469	466
470	470	472	468	466	471	466	466	472	469	467	467	475	473	472	472	471	467	473	469	471	468	471	472	468	469	472	470	467	466	472	473	473	467	466	472	474	470	468	468	468	465	468	473	472	468	471	470	469	472	467	472	469	472	474	474	472	475	471	468	474	470	467	472	472	473	472	473	473	468	468	467	468	471	474	472	471	467	471	469	471	471	470	472	472	468	470	468	472	472	473	473	468	467	466	468	471	470	470	468	470	468	471	470	476	469	472	471	473	468	469	471	475	473	473	468	473	469	473	473	475	474	471	470	470	471	468	470	468	471	471	466	468	465	468	469	475	468	471	472	470	468	467	470	475	473	475	469	473	469	466	471	469	471	471	473	467	470	466	468	472	468	469	470	469	466	468	470	466	466	472	469	472	469	468	472	470	468	468	467	471	474	472	472	474	464	468	468	468	471	467	471	471	475	468	468	474	473	472	471	472	471	472	468	473	468	469	470	474	470	467	466	468	467	471	466	472	474	474	467	469	470	468	466	472	471	468	467	466	469	468	469	468	471	467	468	466	472	469	467	469	468	470	470	473	473	472	472	474	472	474	471	466	473	469	472	467	472	471	467	468	472	472	471	472	468	473	467	470	473	467	473	469	472	470	470	468	469	473	468	471	467	470	468	469	472	468	467	474	472	473	467	470	473	472	471	468	469	467	466	471	468	468	469	477	466	472	474	474	466	473	466	471	472	473	471	468	471	470	471	472	471	471	468	470	468	471	471	469	470	472	467	472	468	468	473	468	468	475	474	476	467	470	471	468	465	468	471	474	467	474	471	468	471	471	472	469	469	472	471	470	469	472	468	466	467	472	467	470	472	474	473	472	470	472	470	469	473	468	470	466	467	473	468	472	472	472	470	468	467	466	469	474	467	468	474	468	467	472	474	469	469	468	467	472	472	472	470	475	472	473	473	469	469	473	469	466	473	470	470	468	469	470	468	467	468	471	473	474	466	466	469	470	473	473	473	471	472	468	469	470	473	468	472	471	473	468	472	469	470	471	468	472	466	473	471	467	468	468	470	473	471	467	473	469	472	467	471	467	472	470	467	466	466	468	474	475	467	470	468	465	470	472	471	469	467	475	473	474	469	473	472	468	474	472	471	471	472	467	472	467	473	473	470	466	464	471	469	474	473	468	468	472	473	469	474	472	469	466	470	475	473	470	468	474	468	467	465	472	469	474	473	467	469	471	470	470	468	472	475	475	470	473	472	471	468	472	476	472	472	472	473	467	468	474	471	469	473	474	472	474	466	471	470	468	468	473	474	468	472	468	471	474	473	471	472	472	473	476	472	472	471	469	470	470	473	475	467	473	469	473	471	468	472	469	471	472	468	467	466	466	470	468	469	470	472	466	471	470	471	471	469	474	467	472	468	473	469	475	473	470	472	472	473	472	469	472	469	469	471	467	469	473	467	470	466	471	472	470	468	472	441	465	469	466	463	465	467	468	468	468	469	470	471	470
470	468	470	473	468	468	468	467	471	471	474	467	473	467	471	469	470	471	470	471	469	467	467	471	468	465	471	470	471	472	471	471	473	466	465	471	469	470	465	464	470	473	469	470	472	465	466	470	468	466	470	467	471	469	470	468	468	471	472	472	473	472	473	471	473	467	472	468	473	469	467	466	471	472	465	468	468	473	468	472	468	471	471	472	470	470	468	469	467	465	473	472	469	469	471	474	467	469	470	472	469	467	469	465	471	469	471	468	471	468	470	471	471	468	472	469	470	468	472	470	468	466	467	470	470	466	470	467	467	469	472	467	467	471	469	473	468	467	472	466	469	470	472	467	469	468	467	470	468	467	473	472	466	471	467	467	469	471	471	472	470	470	472	468	471	469	469	467	473	473	473	471	470	468	468	472	468	468	472	470	474	472	468	469	466	469	470	469	465	471	473	468	471	471	468	467	471	472	471	470	467	469	468	473	471	471	472	468	466	470	472	467	470	470	473	468	474	471	470	472	467	466	474	466	472	469	470	466	469	467	473	470	467	472	471	471	469	472	469	472	471	471	469	467	469	465	467	473	471	468	466	469	467	471	470	467	466	466	468	472	469	473	473	468	467	472	468	468	470	470	471	469	472	469	470	468	468	471	467	472	466	471	469	469	467	469	471	472	467	464	466	467	470	467	471	468	471	472	469	467	468	467	468	467	471	470	471	473	472	470	470	470	471	473	466	468	466	472	473	473	469	465	468	470	467	468	472	470	470	472	472	471	469	472	471	471	470	466	465	467	467	468	468	470	466	470	467	466	467	475	472	470	470	472	470	466	472	467	469	470	473	468	468	470	472	472	473	470	467	471	470	471	470	472	474	472	468	470	473	467	469	473	474	473	468	470	470	468	473	472	471	466	470	470	466	466	467	466	472	469	467	465	467	466	471	466	467	472	468	467	471	471	469	472	470	471	467	471	473	469	473	472	468	473	471	473	467	466	471	470	472	472	469	464	471	467	474	471	470	466	467	467	468	467	466	471	469	472	470	469	471	466	470	465	470	466	472	469	469	470	468	470	472	468	471	467	466	466	469	472	472	471	473	468	470	471	468	466	466	470	471	472	467	470	473	472	466	468	469	467	469	468	473	472	466	472	467	472	473	469	469	470	465	472	469	466	466	472	471	472	466	471	470	469	470	466	468	466	466	471	472	467	467	471	472	470	472	474	468	467	466	471	472	466	467	473	468	468	465	473	473	468	472	466	468	467	467	472	470	472	468	467	467	471	470	471	470	466	473	467	470	471	474	467	472	467	465	471	467	473	471	471	471	470	468	466	472	474	468	470	466	467	472	467	471	472	467	467	469	470	467	467	468	468	466	467	473	470	471	470	466	467	467	467	467	469	467	471	470	466	471	469	472	467	471	472	470	470	472	464	470	466	471	472	471	468	470	469	466	470	466	465	467	471	467	471	468	469	470	318	443	465	469	465	467	472	470	466	469	470	465	467	470	463	466
469	464	466	468	471	466	466	470	470	469	466	468	464	470	466	466	471	468	466	468	472	466	471	469	463	469	469	467	473	470	470	465	471	471	472	468	466	466	470	467	467	471	469	464	468	469	468	469	465	469	469	466	471	466	471	466	466	466	470	466	468	465	465	469	470	470	470	465	468	468	465	465	467	470	467	467	472	470	467	463	462	468	471	471	463	468	469	466	469	464	469	470	469	471	468	466	470	468	470	463	468	465	466	470	466	468	466	466	472	468	469	466	463	463	467	472	469	465	469	466	473	464	462	461	466	471	465	471	470	472	469	470	465	470	469	468	468	475	469	463	464	463	468	469	469	471	470	471	466	466	471	470	465	468	470	470	466	466	465	469	466	465	468	463	463	464	466	471	467	470	466	467	465	465	470	466	467	471	469	469	465	470	467	467	466	470	465	471	468	469	471	472	465	469	467	468	466	470	463	463	466	469	466	465	465	470	472	470	471	466	463	468	464	469	465	467	470	466	467	471	471	473	470	467	470	468	469	468	469	466	470	466	465	469	469	469	469	470	469	471	466	472	464	468	466	465	471	465	469	470	465	469	468	470	464	470	471	470	466	470	466	463	463	466	466	469	464	469	466	466	470	471	465	469	469	469	466	471	466	470	465	470	470	470	466	471	468	471	469	468	473	470	465	470	466	470	467	470	466	465	468	472	470	465	466	470	466	472	469	465	467	471	466	466	471	469	466	468	468	468	468	471	468	467	465	471	469	467	468	465	465	469	469	467	471	470	461	468	469	471	470	471	466	472	471	470	471	467	471	467	470	467	466	471	465	469	473	468	466	468	470	468	465	471	464	463	463	467	467	465	465	465	466	467	468	470	470	465	470	468	467	467	470	468	466	467	463	466	465	469	468	464	470	469	470	469	470	470	469	465	470	465	465	466	464	466	470	467	466	470	467	468	469	466	469	466	468	467	464	471	469	472	469	466	465	464	470	466	470	469	470	466	467	469	465	469	471	473	467	469	464	465	465	469	470	470	470	467	466	470	471	466	466	467	469	471	469	466	468	468	473	470	468	473	473	473	470	465	467	465	469	468	470	471	469	470	466	466	469	470	470	468	471	466	464	468	471	467	469	470	471	467	468	466	470	468	470	469	464	467	471	472	466	472	466	465	465	470	470	472	469	463	467	465	467	467	468	464	471	471	467	471	469	466	471	470	470	467	470	471	465	465	466	467	471	468	470	466	469	471	466	466	470	469	470	466	469	465	464	469	467	464	466	466	471	472	470	464	470	471	467	467	473	469	467	469	467	471	473	472	470	467	470	466	465	469	466	463	463	463	469	471	469	466	470	466	469	466	469	469	468	471	469	468	466	469	471	467	470	470	469	467	471	470	466	470	466	471	464	469	466	466	473	471	470	470	469	464	463	465	470	469	467	471	470	467	468	466	469	466	469	466	465	470	463	462	468	471	438	462	458	457	463	463	459	463	461	463	458	458	461	460	463	460	459
